label,text,text_clean
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,yar he quite clever but aft many guesses lor. he got ask me 2 bring but i thk darren not so willing 2 go. aiya they thk leona still not attach wat.
ham,"Right on brah, see you later","right on brah, see you later"
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amazing : if you rearrange these letters it gives the same meaning... dormitory = dirty room astronomer = moon starer the eyes = they see election results = lies lets recount mother-in-law = woman hitler eleven plus two =twelve plus one its amazing... !:-)
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,they don't put that stuff on the roads to keep it from getting slippery over there?
ham,Lmao but its so fun...,lmao but its so fun...
ham,By monday next week. Give me the full gist,by monday next week. give me the full gist
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,he like not v shock leh. cos telling shuhui is like telling leona also. like dat almost all know liao. he got ask me abt ur reaction lor.
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx","im sorry bout last nite it wasnåõt ur fault it was me, spouse it was pmt or sumthin! u 4give me? i think u shldxxxx"
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,me hungry buy some food good lei... but mum n yun dun wan juz buy a little bit...
ham,Was the actual exam harder than NBME,was the actual exam harder than nbme
ham,Thankyou so much for the call. I appreciate your care.,thankyou so much for the call. i appreciate your care.
ham,Sorry * was at the grocers.,sorry * was at the grocers.
ham,Genius what's up. How your brother. Pls send his number to my skype.,genius what's up. how your brother. pls send his number to my skype.
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,u are subscribed to the best mobile content service in the uk for å£3 per 10 days until you send stop to 82324. helpline <PHONE>
ham,Captain is in our room:),captain is in our room:)
ham,I'll text you when I drop x off,i'll text you when i drop x off
ham,U still havent got urself a jacket ah?,u still havent got urself a jacket ah?
ham,On the road so cant txt,on the road so cant txt
ham,"Are you being good, baby? :)","are you being good, baby? :)"
ham,jay says he'll put in  &lt;#&gt;,jay says he'll put in &lt;#&gt;
ham,Sorry that was my uncle. I.ll keep in touch,sorry that was my uncle. i.ll keep in touch
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,was doing my test earlier. i appreciate you. will call you tomorrow.
ham,Short But Cute : \ Be a good person ,short but cute : \ be a good person
ham,Mm i had my food da from out,mm i had my food da from out
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.","yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. can you just please find some other way to get what you wanted us to get. please forgive me. you can reply free via yahoo messenger."
spam,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,last chance 2 claim ur å£150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs <PHONE>. å£3.00 sub. 16 . remove txt x or stop
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n","yun ah.the ubi one say if ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.ì¬n"
ham,How many times i told in the stage all use to laugh. You not listen aha.,how many times i told in the stage all use to laugh. you not listen aha.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call our customer service representative on freephone <PHONE> between 9am-11pm as you have won a guaranteed å£1000 cash or å£5000 prize!
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,doing my masters. when will you buy a bb cos i have for sale and how's bf
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.","by the way, i've put a skip right outside the front of the house so you can see which house it is. just pull up before it."
ham,"Okay, good, no problem, and thanx!","okay, good, no problem, and thanx!"
ham,Ok lor but not too early. Me still having project meeting now.,ok lor but not too early. me still having project meeting now.
ham,Where are you lover ? I need you ...,where are you lover ? i need you ...
ham,How are you. Just checking up on you,how are you. just checking up on you
ham,happened here while you were adventuring,happened here while you were adventuring
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,now only i reached home. . . i am very tired now. . i will come tomorro
ham,I don't know but I'm raping dudes at poker,i don't know but i'm raping dudes at poker
ham,"Fair enough, anything going on?","fair enough, anything going on?"
ham,Should I be stalking u?,should i be stalking u?
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday","honey, can you pls find out how much they sell predicte in nigeria. and how many times can it be used. its very important to have a reply before monday"
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,this is ur face test ( <PHONE> &lt;#&gt; ) select any number i will tell ur face astrology.... am waiting. quick reply...
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,todays voda numbers ending 5226 are selected to receive a ?350 award. if you hava a match please call <PHONE> quoting claim code 1131 standard rates app
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster! to get your free wallpaper text heart to 88888 now! t&c apply. 16 only. need help? call <PHONE>.
ham,Watching tv lor. Nice one then i like lor.,watching tv lor. nice one then i like lor.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text","hi babe its chloe, how r u? i was smashed on saturday night, it was great! how was your weekend? u been missing me? sp visionsms.com text stop to stop 150p/text"
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ","i do know what u mean, is the king of not havin credit! i'm goin2bed now. night night sweet! only1more sleep!"
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,love has one law; make happy the person you love. in the same way friendship has one law; never make ur friend feel alone until you are alive.... gud night
ham,"Just sent again. Do you scream and moan in bed, princess?","just sent again. do you scream and moan in bed, princess?"
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,i thk 50 shd be ok he said plus minus 10.. did ì_ leave a line in between paragraphs?
ham,Ic. There are a lotta childporn cars then.,ic. there are a lotta childporn cars then.
ham,Be sure to check your yahoo email. We sent photos yesterday,be sure to check your yahoo email. we sent photos yesterday
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,yup but not studying surfing lor. i'm in e lazy mode today.
ham,"Ok omw now, you at castor?","ok omw now, you at castor?"
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,+<PHONE> urgent! this is the 2nd attempt to contact u!u have won å£1250 call <PHONE> b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. maxå£7. 50
ham,S:)no competition for him.,s:)no competition for him.
ham,Pls accept me for one day. Or am begging you change the number.,pls accept me for one day. or am begging you change the number.
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz","i'm there and i can see you, but you can't see me ? maybe you should reboot ym ? i seen the buzz"
ham,"Just looked it up and addie goes back Monday, sucks to be her","just looked it up and addie goes back monday, sucks to be her"
ham,He is there. You call and meet him,he is there. you call and meet him
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad","i can make it up there, squeezed &lt;#&gt; bucks out of my dad"
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,you are a great role model. you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont. i've looked up to you since i was young and i still do. have a great day.
ham,Going to join tomorrow.,going to join tomorrow.
ham,"Yeah, probably here for a while","yeah, probably here for a while"
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""","i keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and i'm all \""oh\"""""
ham,"Nah can't help you there, I've never had an iphone","nah can't help you there, i've never had an iphone"
ham,Staff of placement training in Amrita college.,staff of placement training in amrita college.
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let me know how to contact you. i've you settled in a room. lets know you are ok.
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again! that needs to b sacked
ham,I have a rather prominent bite mark on my right cheek,i have a rather prominent bite mark on my right cheek
ham,Am slow in using biola's fne,am slow in using biola's fne
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx
ham,You do your studies alone without anyones help. If you cant no need to study.,you do your studies alone without anyones help. if you cant no need to study.
ham,Hasn't that been the pattern recently crap weekends?,hasn't that been the pattern recently crap weekends?
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,what's happening with you. have you gotten a job and have you begun registration for permanent residency
ham,Text her. If she doesnt reply let me know so i can have her log in,text her. if she doesnt reply let me know so i can have her log in
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,we are pleased to inform that your application for airtel broadband is processed successfully. your installation will happen within 3 days.
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks","sir, i have been late in paying rent for the past few months and had to pay a $ &lt;#&gt; charge. i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. can you please help. thanks"
ham,"Hiya, probably coming home * weekend after next","hiya, probably coming home * weekend after next"
ham,When/where do I pick you up,when/where do i pick you up
ham,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,how i noe... did ì_ specify da domain as nusstu... ìï still in sch...
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh... of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.
ham,"I'm a guy, browsin is compulsory","i'm a guy, browsin is compulsory"
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,hey so this sat are we going for the intro pilates only? or the kickboxing too?
ham,Yep. I do like the pink furniture tho.,yep. i do like the pink furniture tho.
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,doesn't g have class early tomorrow and thus shouldn't be trying to smoke at &lt;#&gt;
ham,Thanks for understanding. I've been trying to tell sura that.,thanks for understanding. i've been trying to tell sura that.
ham,Yup. Thk of u oso boring wat.,yup. thk of u oso boring wat.
ham,No plans yet. What are you doing ?,no plans yet. what are you doing ?
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,all was well until slightly disastrous class this pm with my fav darlings! hope day off ok. coffee wld be good as can't stay late tomorrow. same time + place as always?
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,oh thats late! well have a good night and i will give u a call tomorrow. iam now going to go to sleep night night
ham,Oh all have to come ah?,oh all have to come ah?
ham,Are you going to write ccna exam this week??,are you going to write ccna exam this week??
ham,Ugh just got outta class,ugh just got outta class
ham,Send me your id and password,send me your id and password
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,don't look back at the building because you have no coat and i don't want you to get more sick. just hurry home and wear a coat to the gym!!!
ham,No..he joined today itself.,no..he joined today itself.
ham,Discussed with your mother ah?,discussed with your mother ah?
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,tell my bad character which u dnt lik in me. i'll try to change in &lt;#&gt; . i ll add tat 2 my new year resolution. waiting for ur reply.be frank...good morning.
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,today i'm not workin but not free oso... gee... thgt u workin at ur fren's shop ?
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us","we have sent jd for customer service cum accounts executive to ur mail id, for details contact us"
ham,Went to ganesh dress shop,went to ganesh dress shop
ham,Ok lor Ì_ reaching then message me.,ok lor ì_ reaching then message me.
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,i have had two more letters from . i will copy them for you cos one has a message for you. speak soon
ham,K.k:)apo k.good movie.,k.k:)apo k.good movie.
ham,Then cant get da laptop? My matric card wif Ì_ lei... ,then cant get da laptop? my matric card wif ì_ lei...
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,saw guys and dolls last night with patrick swayze it was great
ham,Also hi wesley how've you been,also hi wesley how've you been
ham,Ok i'm coming home now.,ok i'm coming home now.
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,also tell him i said happy birthday
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,hi di is yijue we're meeting at 7 pm at esaplanade tonight.
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","pdate_now - double mins and 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia & bluetooth free! call mobileupd8 on <PHONE> or call2optout/!yhl"
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.","good afternoon, my love. it was good to see your words on ym and get your tm. very smart move, my slave ... *smiles* ... i drink my coffee and await you."
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,don't forget though that i love you .... and i walk beside you. watching over you and keeping your heart warm.
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully the asus ppl dont randomly do a reformat.
ham,I like dis sweater fr mango but no more my size already so irritating.,i like dis sweater fr mango but no more my size already so irritating.
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,this pen thing is beyond a joke. wont a biro do? don't do a masters as can't do this ever again!
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,pls go there today &lt;#&gt; . i dont want any excuses
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !","urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto <URL> there is a fantastic surprise awaiting you !"
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,future is not what we planned for tomorrow.....! it is the result of what we do today...! do the best in present... enjoy the future.
ham,COME BACK TO TAMPA FFFFUUUUUUU,come back to tampa ffffuuuuuuu
ham,Pick you up bout 7.30ish? What time are  and that going?,pick you up bout 7.30ish? what time are and that going?
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk","for ur chance to win a å£250 cash every wk txt: action to 80608. t's&c's <URL> custcare <PHONE>, 1x150p/wk"
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...,i come n pick ì_ up... come out immediately aft ur lesson...
ham,Wot is u up 2 then bitch?,wot is u up 2 then bitch?
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup i'm still having coffee wif my frens... my fren drove she'll give me a lift...
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe !!! i miiiiiiissssssssss you ! i need you !!! i crave you !!! :-( ... geeee ... i'm so sad without you babe ... i love you ...
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home","oh, yes, i've just been a little under the weather so i've kind of been coccooning at home"
ham,Its not that time of the month nor mid of the time?,its not that time of the month nor mid of the time?
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.","i'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? i've cried enough today."
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow i want to got to court. at &lt;decimal&gt; . so you come to bus stand at 9.
ham,"Sounds good, keep me posted","sounds good, keep me posted"
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,no sir. that's why i had an 8-hr trip on the bus last week. have another audition next wednesday but i think i might drive this time.
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),feel yourself that you are always happy.. slowly it becomes your habit &amp; finally it becomes part of your life.. follow it.. happy morning &amp; have a happy day:)
ham,Would really appreciate if you call me. Just need someone to talk to.,would really appreciate if you call me. just need someone to talk to.
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,can you call me plz. your number shows out of coveragd area. i have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited calls help: <PHONE> stop?txt stop landlineonly
ham,No one interested. May be some business plan.,no one interested. may be some business plan.
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details","dear all, as we know &lt;#&gt; th is the &lt;#&gt; th birthday of our loving gopalettan. we are planning to give a small gift on that day. those who like to participate in that you are welcome. please contact our admin team for more details"
ham,Home so we can always chat,home so we can always chat
ham,Hahaha..use your brain dear,hahaha..use your brain dear
ham,Dear are you angry i was busy dear,dear are you angry i was busy dear
ham,Just getting back home,just getting back home
ham,Some are lasting as much as 2 hours. You might get lucky.,some are lasting as much as 2 hours. you might get lucky.
ham,"How long before you get reply, just defer admission til next semester","how long before you get reply, just defer admission til next semester"
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted","hello! just got here, st andrews-boy its a long way! its cold. i will keep you posted"
ham,Dunno he jus say go lido. Same time 930.,dunno he jus say go lido. same time 930.
ham,Ok u can take me shopping when u get paid =D,ok u can take me shopping when u get paid =d
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,yup. izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,I'll reach in ard 20 mins ok...,i'll reach in ard 20 mins ok...
ham,I.ll post her out l8r. In class,i.ll post her out l8r. in class
ham,So i could kiss and feel you next to me...,so i could kiss and feel you next to me...
ham,ÌÏ takin linear algebra today?,ìï takin linear algebra today?
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-<PHONE>
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","ou are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a å£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18"
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,what i'm saying is if you haven't explicitly told nora i know someone i'm probably just not gonna bother
ham,Please dont say like that. Hi hi hi,please dont say like that. hi hi hi
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!","iû÷ve got some salt, you can rub it in my open wounds if you like!"
spam,You have 1 new message. Call 0207-083-6089,you have 1 new message. call <PHONE>
ham,Mm that time you dont like fun,mm that time you dont like fun
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,i hate when she does this. she turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,You call times job today ok umma and ask them to speed up,you call times job today ok umma and ask them to speed up
ham,I can take you at like noon,i can take you at like noon
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da."
ham,Have a nice day my dear.,have a nice day my dear.
ham,Yup no more already... Thanx 4 printing n handing it up.,yup no more already... thanx 4 printing n handing it up.
ham,Lol alright i was thinkin that too haha,lol alright i was thinkin that too haha
ham,Fffff. Can you text kadeem or are you too far gone,fffff. can you text kadeem or are you too far gone
ham,U guys never invite me anywhere :(,u guys never invite me anywhere :(
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,well there's not a lot of things happening in lindsay on new years *sighs* some bars in ptbo and the blue heron has something going
ham,This weekend is fine (an excuse not to do too much decorating),this weekend is fine (an excuse not to do too much decorating)
ham,Ok k..sry i knw 2 siva..tats y i askd..,ok k..sry i knw 2 siva..tats y i askd..
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday to you....dear.with lots of love.rakhesh nri
ham,Jay's getting really impatient and belligerent,jay's getting really impatient and belligerent
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi <PHONE> ibh customer loyalty offer: the new nokia6600 mobile from only å£10 at txtauction!txt word:start to no:81151 & get yours now!4t&
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks","what do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.","send ur birthdate with month and year, i will tel u ur life partner's name. and the method of calculation. reply must."
ham,"Come to mu, we're sorting out our narcotics situation","come to mu, we're sorting out our narcotics situation"
ham,"Call me, i am senthil from hsbc.","call me, i am senthil from hsbc."
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea","how are you, my love ? are you with your brother ? time to talk english with him ? *grins* say : hey muhommad, penny says hello from across the sea"
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","congratulations! thanks to a good friend u have won the å£2,000 xmas prize. 2 claim is easy, just call <PHONE> now! only 10p per minute. bt-national-rate."
ham,Ok no prob,ok no prob
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.","they said if its gonna snow, it will start around 8 or 9 pm tonite! they are predicting an inch of accumulation."
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,where's mummy's boy ? is he being good or bad ? is he being positive or negative ? why is mummy being made to wait? hmmmm?
ham,I want  &lt;#&gt;  rs da:)do you have it?,i want &lt;#&gt; rs da:)do you have it?
ham,He dint tell anything. He is angry on me that why you told to abi.,he dint tell anything. he is angry on me that why you told to abi.
ham,My phone,my phone
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!","oh right, ok. i'll make sure that i do loads of work during the day! got a really nasty cough today and is dry n shot so that should really help it!"
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balance is now å£500. ur next question is: who sang 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,He's just gonna worry for nothing. And he won't give you money its no use.,he's just gonna worry for nothing. and he won't give you money its no use.
ham,How much u trying to get?,how much u trying to get?
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats! nokia 3650 video camera phone is your call <PHONE> calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx
ham,Match started.india  &lt;#&gt;  for 2,match started.india &lt;#&gt; for 2
ham,Can you just come in for a sec? There's somebody here I want you to see,can you just come in for a sec? there's somebody here i want you to see
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network by txting moan to 69888nyt. ec2a. 31p.msg@150p
ham,Are you coming to day for class.,are you coming to day for class.
ham,Haha i think i did too,haha i think i did too
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...","u wake up already? wat u doing? u picking us up later rite? i'm taking sq825, reaching ard 7 smth 8 like dat. u can check e arrival time. c ya soon..."
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,as a registered subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. when are the next olympics. txt ans to 80062
ham,Okay but i thought you were the expert,okay but i thought you were the expert
ham,So can collect ur laptop?,so can collect ur laptop?
ham,Tell me again what your address is,tell me again what your address is
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?","i have 2 sleeping bags, 1 blanket and paper and phone details. anything else?"
ham,Good morning princess! How are you?,good morning princess! how are you?
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around","sorry light turned green, i meant another friend wanted &lt;#&gt; worth but he may not be around"
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,nite nite pocay wocay luv u more than n e thing 4eva i promise ring u 2morrowxxxx
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,yup but it's not giving me problems now so mayb i'll jus leave it...
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""","hi. wk been ok - on hols now! yes on for a bit of a run. forgot that i have hairdressers appointment at four so need to get home n shower beforehand. does that cause prob for u?\"" ham"""
ham,"Thanks, I'll keep that in mind","thanks, i'll keep that in mind"
ham,Hows that watch resizing,hows that watch resizing
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?","that would be good û_ i'll phone you tomo lunchtime, shall i, to organise something?"
ham,Finished class where are you.,finished class where are you.
ham,Yup... From what i remb... I think should be can book... ,yup... from what i remb... i think should be can book...
ham,Can you talk with me..,can you talk with me..
ham,Ard 530 lor. I ok then message Ì_ lor.,ard 530 lor. i ok then message ì_ lor.
